,date,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,crime_desc,Status,Status Desc,LOCATION,Cross Street,lonlat,rape,lon,lat
93554,2015-07-17,150200866,07/16/2015 12:00:00 AM,200,2,Rampart,201,121,"RAPE, FORCIBLE",IC,Invest Cont,  900    HELIOTROPE                   DR,,"34.0881, -118.2950",1,34.0881, -118.2950
93666,2015-07-16,150616523,07/16/2015 12:00:00 AM,920,6,Hollywood,637,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700 N  GOWER                        ST,,"34.1017, -118.3224",1,34.1017, -118.3224
93699,2015-07-17,150712297,07/16/2015 12:00:00 AM,100,7,Wilshire,734,121,"RAPE, FORCIBLE",IC,Invest Cont, 5500 W  6TH                          ST,,"34.0649, -118.3478",1,34.0649, -118.3478
93884,2015-08-25,151220114,07/16/2015 12:00:00 AM,2000,12,77th Street,1267,121,"RAPE, FORCIBLE",IC,Invest Cont, 8400 S  FIGUEROA                     ST,,"33.9626, -118.2827",1,33.9626, -118.2827
94008,2015-07-16,151700782,07/16/2015 12:00:00 AM,20,17,Devonshire,1799,121,"RAPE, FORCIBLE",IC,Invest Cont,16000    NAPA                         ST,,"34.2266, -118.4808",1,34.2266, -118.4808
94226,2015-07-18,150214685,07/15/2015 12:00:00 AM,100,2,Rampart,205,121,"RAPE, FORCIBLE",IC,Invest Cont, 2800 W  SUNSET                       BL,,"34.0820, -118.2720",1,34.0820, -118.2720
94771,2015-07-15,151813990,07/15/2015 12:00:00 AM,300,18,Southeast,1834,121,"RAPE, FORCIBLE",IC,Invest Cont,         CENTRAL                      AV,   107TH                        ST,"33.9393, -118.2541",1,33.9393, -118.2541
94967,2015-07-14,150316314,07/14/2015 12:00:00 AM,300,3,Southwest,316,121,"RAPE, FORCIBLE",IC,Invest Cont, 1900 W  22ND                         ST,,"34.0364, -118.3033",1,34.0364, -118.3033
95181,2015-07-15,150913624,07/14/2015 12:00:00 AM,2130,9,Van Nuys,911,121,"RAPE, FORCIBLE",IC,Invest Cont,         VICTORY,   SEPULVEDA,"34.1867, -118.4662",1,34.1867, -118.4662
95306,2015-07-15,151217794,07/14/2015 12:00:00 AM,1930,12,77th Street,1204,121,"RAPE, FORCIBLE",IC,Invest Cont,         CENTURY                      BL,   GRAND,"33.9456, -118.2803",1,33.9456, -118.2803
95805,2015-07-22,150712536,07/13/2015 12:00:00 AM,330,7,Wilshire,702,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 N  FULLER                       AV,,"34.0819, -118.3498",1,34.0819, -118.3498
96059,2015-07-15,151419362,07/13/2015 12:00:00 AM,1800,14,Pacific,1452,121,"RAPE, FORCIBLE",IC,Invest Cont, 3400    VIA DOLCE,,"33.9793, -118.4622",1,33.9793, -118.4622
96542,2015-07-12,151011918,07/12/2015 12:00:00 AM,50,10,West Valley,1018,121,"RAPE, FORCIBLE",IC,Invest Cont, 7400    WOODLEY                      AV,,"34.2048, -118.4837",1,34.2048, -118.4837
96554,2015-07-13,151100775,07/12/2015 12:00:00 AM,200,11,Northeast,1125,121,"RAPE, FORCIBLE",AA,Adult Arrest, 1300    ARMADALE                     AV,,"34.1194, -118.2133",1,34.1194, -118.2133
96589,2015-07-15,151113718,07/12/2015 12:00:00 AM,655,11,Northeast,1124,121,"RAPE, FORCIBLE",IC,Invest Cont, 3300    SAN FERNANDO                 RD,,"34.1178, -118.2488",1,34.1178, -118.2488
96807,2015-07-14,151801013,07/12/2015 12:00:00 AM,400,18,Southeast,1842,121,"RAPE, FORCIBLE",IC,Invest Cont,         110TH                        ST,   SAN PEDRO,"33.9357, -118.2695",1,33.9357, -118.2695
96811,2015-07-12,151813755,07/12/2015 12:00:00 AM,215,18,Southeast,1844,122,"RAPE, ATTEMPTED",IC,Invest Cont,         LANZIT,   CENTRAL,"33.9351, -118.2542",1,33.9351, -118.2542
97014,2015-07-11,150316191,07/11/2015 12:00:00 AM,1000,3,Southwest,318,121,"RAPE, FORCIBLE",IC,Invest Cont, 2300 S  VERMONT                      AV,,"34.0351, -118.2915",1,34.0351, -118.2915
97048,2015-09-28,150415061,07/11/2015 12:00:00 AM,2200,4,Hollenbeck,489,121,"RAPE, FORCIBLE",JA,Juv Arrest, 2900    WYNWOOD                      LN,,"34.0252, -118.2146",1,34.0252, -118.2146
97112,2015-07-11,150700819,07/11/2015 12:00:00 AM,10,7,Wilshire,701,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 N  HAYWORTH                     AV,,"34.0817, -118.3627",1,34.0817, -118.3627
97310,2015-07-11,151314511,07/11/2015 12:00:00 AM,340,13,Newton,1352,121,"RAPE, FORCIBLE",AA,Adult Arrest,  500 E  VERNON                       AV,,"34.0039, -118.2665",1,34.0039, -118.2665
97374,2015-08-24,151422593,07/11/2015 12:00:00 AM,2000,14,Pacific,1491,121,"RAPE, FORCIBLE",IC,Invest Cont,         IMPERIAL,   VISTA DEL MAR,"0, 0",1,0, 0
97498,2015-07-12,151914542,07/11/2015 12:00:00 AM,310,19,Mission,1917,121,"RAPE, FORCIBLE",AO,Adult Other,13200    BROMONT                      AV,,"34.3106, -118.4376",1,34.3106, -118.4376
97556,2015-07-20,152013577,07/11/2015 12:00:00 AM,100,20,Olympic,2044,121,"RAPE, FORCIBLE",JO,Juv Other,  900 S  NORMANDIE                    AV,,"34.0559, -118.2998",1,34.0559, -118.2998
98090,2015-07-10,151712790,07/10/2015 12:00:00 AM,600,17,Devonshire,1781,121,"RAPE, FORCIBLE",IC,Invest Cont,         NORDHOFF                     ST,   DE SOTO                      AV,"34.2355, -118.5885",1,34.2355, -118.5885
98196,2015-07-10,152013059,07/10/2015 12:00:00 AM,5,20,Olympic,2014,121,"RAPE, FORCIBLE",IC,Invest Cont,  100 S  KINGSLEY                     DR,,"34.0737, -118.3029",1,34.0737, -118.3029
98300,2015-08-12,150118735,07/09/2015 12:00:00 AM,1240,1,Central,195,121,"RAPE, FORCIBLE",IC,Invest Cont, 1600 S  MAIN                         ST,,"34.0336, -118.2626",1,34.0336, -118.2626
98302,2015-11-13,150125316,07/09/2015 12:00:00 AM,300,1,Central,195,121,"RAPE, FORCIBLE",IC,Invest Cont, 1600 S  MAIN                         ST,,"34.0336, -118.2626",1,34.0336, -118.2626
99081,2015-07-08,150411868,07/08/2015 12:00:00 AM,2215,4,Hollenbeck,466,122,"RAPE, ATTEMPTED",IC,Invest Cont,         EVERGREEN,   CESAR E CHAVEZ               AV,"34.0436, -118.2004",1,34.0436, -118.2004
99261,2015-07-08,151011756,07/08/2015 12:00:00 AM,705,10,West Valley,1008,121,"RAPE, FORCIBLE",IC,Invest Cont, 7600    BALBOA                       BL,,"34.2084, -118.5011",1,34.2084, -118.5011
99697,2015-07-09,150200851,07/07/2015 12:00:00 AM,500,2,Rampart,271,121,"RAPE, FORCIBLE",IC,Invest Cont,         ALVARADO,   OLYMPIC,"34.0517, -118.2798",1,34.0517, -118.2798
99742,2015-07-09,150316023,07/07/2015 12:00:00 AM,2030,3,Southwest,391,121,"RAPE, FORCIBLE",IC,Invest Cont,         HILLCREST                    DR,   SANTO TOMAS                  DR,"34.0095, -118.3502",1,34.0095, -118.3502
99865,2015-07-07,150801206,07/07/2015 12:00:00 AM,1000,8,West LA,831,122,"RAPE, ATTEMPTED",IC,Invest Cont,11900    WILSHIRE                     BL,,"34.0468, -118.4642",1,34.0468, -118.4642
100830,2015-07-23,151611501,07/06/2015 12:00:00 AM,2200,16,Foothill,1605,121,"RAPE, FORCIBLE",AO,Adult Other,11800    GRUEN                        ST,,"34.2818, -118.3904",1,34.2818, -118.3904
101425,2015-07-05,151400711,07/05/2015 12:00:00 AM,1915,14,Pacific,1441,121,"RAPE, FORCIBLE",IC,Invest Cont, 2200    OCEAN FRONT                  WK,,"33.9837, -118.4709",1,33.9837, -118.4709
101599,2015-07-05,151914170,07/05/2015 12:00:00 AM,600,19,Mission,1981,121,"RAPE, FORCIBLE",AO,Adult Other, 8400    LANGDON                      AV,,"34.2231, -118.4699",1,34.2231, -118.4699
101687,2015-07-24,150117383,07/04/2015 12:00:00 AM,1300,1,Central,156,121,"RAPE, FORCIBLE",IC,Invest Cont,         6TH                          ST,   WALL                         ST,"34.0428, -118.2461",1,34.0428, -118.2461
101849,2015-07-04,150700810,07/04/2015 12:00:00 AM,30,7,Wilshire,711,121,"RAPE, FORCIBLE",IC,Invest Cont,  400 N  FAIRFAX                      AV,,"34.0782, -118.3614",1,34.0782, -118.3614
101891,2015-07-05,150811717,07/04/2015 12:00:00 AM,1500,8,West LA,842,121,"RAPE, FORCIBLE",IC,Invest Cont, 1400 S  WESTGATE                     AV,,"34.0444, -118.4610",1,34.0444, -118.4610
101894,2015-07-05,150811723,07/04/2015 12:00:00 AM,2100,8,West LA,808,121,"RAPE, FORCIBLE",IC,Invest Cont,13200    MULHOLLAND                   DR,,"34.1276, -118.4194",1,34.1276, -118.4194
101900,2015-07-06,150811778,07/04/2015 12:00:00 AM,1,8,West LA,853,121,"RAPE, FORCIBLE",IC,Invest Cont, 1900    TRANSIENT,,"0.0000, 0.0000",1,0.0000, 0.0000
101907,2015-07-05,150901125,07/04/2015 12:00:00 AM,100,9,Van Nuys,914,121,"RAPE, FORCIBLE",IC,Invest Cont,         VESPER                       AV,   VOSE                         ST,"34.1985, -118.4509",1,34.1985, -118.4509
101940,2015-07-15,150913628,07/04/2015 12:00:00 AM,1300,9,Van Nuys,941,121,"RAPE, FORCIBLE",AO,Adult Other, 5800    KESTER                       AV,,"34.1758, -118.4574",1,34.1758, -118.4574
102077,2015-10-19,151224045,07/04/2015 12:00:00 AM,1700,12,77th Street,1267,122,"RAPE, ATTEMPTED",IC,Invest Cont,         84TH                         ST,   HOOVER                       ST,"33.9624, -118.2871",1,33.9624, -118.2871
102083,2015-07-04,151314154,07/04/2015 12:00:00 AM,230,13,Newton,1309,121,"RAPE, FORCIBLE",IC,Invest Cont,         WASHINGTON                   BL,   MCGARRY,"34.0202, -118.2404",1,34.0202, -118.2404
102111,2015-07-13,151314610,07/04/2015 12:00:00 AM,2300,13,Newton,1372,121,"RAPE, FORCIBLE",AO,Adult Other,  200 E  55TH                         ST,,"33.9925, -118.2720",1,33.9925, -118.2720
102331,2015-07-04,152112406,07/04/2015 12:00:00 AM,230,21,Topanga,2129,121,"RAPE, FORCIBLE",AO,Adult Other, 8200    OAKDALE                      AV,,"34.2180, -118.5667",1,34.2180, -118.5667
102378,2015-07-04,150116018,07/03/2015 12:00:00 AM,1630,1,Central,157,121,"RAPE, FORCIBLE",IC,Invest Cont,         6TH,   CROCKER,"34.0412, -118.2436",1,34.0412, -118.2436
102383,2015-07-03,150200833,07/03/2015 12:00:00 AM,200,2,Rampart,249,121,"RAPE, FORCIBLE",IC,Invest Cont, 1000    WILSHIRE                     BL,,"34.0515, -118.2615",1,34.0515, -118.2615
102598,2015-07-03,150801182,07/03/2015 12:00:00 AM,400,8,West LA,828,122,"RAPE, ATTEMPTED",IC,Invest Cont,10700    WILSHIRE                     BL,,"34.0609, -118.4358",1,34.0609, -118.4358
102835,2015-07-03,151418266,07/03/2015 12:00:00 AM,1245,14,Pacific,1431,121,"RAPE, FORCIBLE",IC,Invest Cont,         OCEAN FRONT                  WK,   WINDWARD,"33.9869, -118.4736",1,33.9869, -118.4736
103031,2015-08-09,151916150,07/03/2015 12:00:00 AM,1600,19,Mission,1921,121,"RAPE, FORCIBLE",AO,Adult Other,15800    LARKSPUR                     ST,,"34.3049, -118.4756",1,34.3049, -118.4756
103260,2015-07-03,150615725,07/02/2015 12:00:00 AM,1600,6,Hollywood,663,121,"RAPE, FORCIBLE",IC,Invest Cont, 1200 N  LAS PALMAS                   AV,,"34.0926, -118.3363",1,34.0926, -118.3363
103667,2015-07-03,151813301,07/02/2015 12:00:00 AM,2330,18,Southeast,1822,121,"RAPE, FORCIBLE",AO,Adult Other,  300 W  95TH                         ST,,"33.9501, -118.2784",1,33.9501, -118.2784
103771,2015-07-01,150115814,07/01/2015 12:00:00 AM,30,1,Central,165,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH,   WALL,"34.0419, -118.2485",1,34.0419, -118.2485
104125,2015-07-17,151012173,07/01/2015 12:00:00 AM,1900,10,West Valley,1005,121,"RAPE, FORCIBLE",AO,Adult Other,17800    LORNE                        ST,,"34.2172, -118.5206",1,34.2172, -118.5206
104406,2015-08-05,151714088,07/01/2015 12:00:00 AM,1,17,Devonshire,1791,121,"RAPE, FORCIBLE",IC,Invest Cont, 8600    DE SOTO                      AV,,"34.2270, -118.5885",1,34.2270, -118.5885
104560,2015-11-19,152118986,07/01/2015 12:00:00 AM,100,21,Topanga,2175,121,"RAPE, FORCIBLE",IC,Invest Cont,22100    BURBANK                      BL,,"34.1720, -118.6084",1,34.1720, -118.6084
104773,2015-06-30,150801171,06/30/2015 12:00:00 AM,1,8,West LA,842,121,"RAPE, FORCIBLE",IC,Invest Cont,11700    WILSHIRE                     BL,,"34.0495, -118.4609",1,34.0495, -118.4609
105479,2015-06-29,150811460,06/29/2015 12:00:00 AM,1430,8,West LA,824,121,"RAPE, FORCIBLE",AA,Adult Arrest,         PACIFIC COAST                HY,   SUNSET,"34.0385, -118.5556",1,34.0385, -118.5556
105593,2015-06-30,151112971,06/29/2015 12:00:00 AM,100,11,Northeast,1124,121,"RAPE, FORCIBLE",AO,Adult Other, 3400    DREW                         ST,,"34.1211, -118.2414",1,34.1211, -118.2414
105600,2015-08-05,151114779,06/29/2015 12:00:00 AM,1200,11,Northeast,1124,121,"RAPE, FORCIBLE",IC,Invest Cont, 3300    DREW                         ST,,"34.1199, -118.2431",1,34.1199, -118.2431
106126,2015-07-01,150615529,06/28/2015 12:00:00 AM,2000,6,Hollywood,666,121,"RAPE, FORCIBLE",IC,Invest Cont,         VINE,   SUNSET,"34.0980, -118.3267",1,34.0980, -118.3267
106230,2015-07-01,151011501,06/28/2015 12:00:00 AM,2230,10,West Valley,1091,121,"RAPE, FORCIBLE",AO,Adult Other, 4700    CARITINA                     DR,,"34.1555, -118.5560",1,34.1555, -118.5560
106241,2015-06-28,151112838,06/28/2015 12:00:00 AM,145,11,Northeast,1161,122,"RAPE, ATTEMPTED",AO,Adult Other, 1100 N  MARIPOSA                     AV,,"34.0908, -118.2994",1,34.0908, -118.2994
